name,distribution,totalTime,avgTimePerHash,avgDeviationFromPerfectPercentage,probeCount
"crc32, md4, sha1, sha256","33 33 34",11586.610555649,0.033104601587568,0.586,4
"crc32, md4, sha1, sha3-224","33 33 34",9812.8528594971,0.028036722455706,0.665,4
"crc32, md4, sha1, sha512","33 33 34",12218.65105629,0.034910431589399,0.69199999999999,4
"crc32, md4, sha256, sha3-224","33 33 34",12262.686252594,0.035036246435983,0.738,4
"crc32, md4, sha256, sha512","33 33 34",14692.669630051,0.041979056085859,0.839,4
"crc32, md4, sha3-224, sha512","33 33 34",13368.571519852,0.038195918628148,0.815,4
"crc32, md5, sha1, sha256","33 33 34",11654.493093491,0.033298551695687,0.718,4
"crc32, md5, sha1, sha3-224","33 33 34",9950.585603714,0.02843024458204,0.745,4
"crc32, md5, sha1, sha512","33 33 34",12446.163654327,0.035560467583793,0.819,4
"crc32, md5, sha256, sha3-224","33 33 34",12528.745889664,0.035796416827611,1.037,4
"crc32, md5, sha256, sha512","33 33 34",15259.118556976,0.043597481591361,1.105,4
"crc32, md5, sha3-224, sha512","33 33 34",13971.036195755,0.039917246273586,0.91400000000001,4
"crc32, sha1, sha256, sha3-224","33 33 34",12555.638074875,0.0358732516425,0.912,4
"crc32, sha1, sha256, sha512","33 33 34",14916.723012924,0.042619208608355,0.909,4
"crc32, sha1, sha3-224, sha512","33 33 34",13624.040842056,0.038925830977304,0.88200000000001,4
"crc32, sha256, sha3-224, sha512","33 33 34",16203.529119492,0.046295797484262,1.149,4
"md4, md5, sha1, sha256","33 33 34",11902.082920074,0.034005951200213,0.067,4
"md4, md5, sha1, sha3-224","33 33 34",10688.695192337,0.030539129120963,0.061999999999998,4
"md4, md5, sha1, sha512","33 33 34",12948.461055756,0.036995603016445,0.174,4
"md4, md5, sha256, sha3-224","33 33 34",13125.455379486,0.037501301084246,0.199,4
"md4, md5, sha256, sha512","33 33 34",15463.013648987,0.044180038997105,0.178,4
"md4, md5, sha3-224, sha512","33 33 34",14106.924057007,0.040305497305734,0.076999999999998,4
"md4, sha1, sha256, sha3-224","33 33 34",13208.812475204,0.03773946421487,0.094000000000001,4
"md4, sha1, sha256, sha512","33 33 34",15843.309879303,0.045266599655151,0.227,4
"md4, sha1, sha3-224, sha512","33 33 34",14190.421819687,0.040544062341963,0.139,4
"md4, sha256, sha3-224, sha512","33 33 34",16819.177150726,0.048054791859218,0.038999999999994,4
"md5, sha1, sha256, sha3-224","33 33 34",13233.430862427,0.037809802464076,0.225,4
"md5, sha1, sha256, sha512","33 33 34",15786.561012268,0.045104460035052,0.091000000000001,4
"md5, sha1, sha3-224, sha512","33 33 34",14367.707252502,0.041050592150007,0.108,4
"md5, sha256, sha3-224, sha512","33 33 34",16907.518863678,0.048307196753366,0.221,4
"sha1, sha256, sha3-224, sha512","33 33 34",16880.949258804,0.048231283596584,0.23099999999999,4
standard,"15 15 25 45",7178.6148548126,0.020510328156607,1.107,3
accurate,"15 15 25 45",16688.290834427,0.047680830955505,1.092,5
"crc32, md4","15 15 25 45",5552.1812438965,0.015863374982561,21.208,2
"crc32, md5","15 15 25 45",5504.495382309,0.01572712966374,21.369,2
"crc32, sha1","15 15 25 45",5547.0840930939,0.015848811694554,21.668,2
"crc32, sha256","15 15 25 45",9060.405254364,0.025886872155326,20.998,2
"crc32, sha3-224","15 15 25 45",7326.9040584564,0.02093401159559,21.289,2
"crc32, sha512","15 15 25 45",10721.110105515,0.030631743158613,21.392,2
"md4, md5","15 15 25 45",6292.6135063171,0.017978895732335,7.481,2
"md4, sha1","15 15 25 45",6159.3639850616,0.017598182814462,7.226,2
"md4, sha256","15 15 25 45",9622.551202774,0.027493003436497,7.239,2
"md4, sha3-224","15 15 25 45",7752.6414394379,0.02215040411268,7.242,2
"md4, sha512","15 15 25 45",10801.639556885,0.030861827305385,7.383,2
"md5, sha1","15 15 25 45",6366.6861057281,0.018190531730652,7.54,2
"md5, sha256","15 15 25 45",9785.6404781342,0.027958972794669,6.86,2
"md5, sha3-224","15 15 25 45",8118.4165477753,0.023195475850786,7.332,2
"md5, sha512","15 15 25 45",11283.151388168,0.032237575394767,7.207,2
"sha1, sha256","15 15 25 45",10053.508043289,0.028724308695112,6.722,2
"sha1, sha3-224","15 15 25 45",7997.7059364319,0.022850588389805,7.328,2
"sha1, sha512","15 15 25 45",11281.740903854,0.032233545439584,7.047,2
"sha256, sha3-224","15 15 25 45",11340.759277344,0.032402169363839,7.038,2
"sha256, sha512","15 15 25 45",14644.149541855,0.041840427262442,6.847,2
"sha3-224, sha512","15 15 25 45",12723.808765411,0.036353739329747,7.022,2
"crc32, md4, md5","15 15 25 45",8188.0521774292,0.023394434792655,13.152,3
"crc32, md4, sha1","15 15 25 45",8227.9624938965,0.023508464268276,13.215,3
"crc32, md4, sha256","15 15 25 45",11489.728689194,0.032827796254839,12.754,3
"crc32, md4, sha3-224","15 15 25 45",9529.3691158295,0.02722676890237,13.079,3
"crc32, md4, sha512","15 15 25 45",12882.275104523,0.036806500298636,13.162,3
"crc32, md5, sha1","15 15 25 45",8704.0741443634,0.02486878326961,13.542,3
"crc32, md5, sha256","15 15 25 45",11953.290224075,0.034152257783072,13.138,3
"crc32, md5, sha3-224","15 15 25 45",9874.3109703064,0.028212317058018,13.279,3
"crc32, md5, sha512","15 15 25 45",13044.328212738,0.037269509179252,13.401,3
"crc32, sha1, sha256","15 15 25 45",11699.641227722,0.03342754636492,13.08,3
"crc32, sha1, sha3-224","15 15 25 45",9938.5139942169,0.028395754269191,13.307,3
"crc32, sha1, sha512","15 15 25 45",13144.809007645,0.037556597164699,13.349,3
"crc32, sha256, sha3-224","15 15 25 45",13551.396131516,0.038718274661473,13.038,3
"crc32, sha256, sha512","15 15 25 45",16344.689369202,0.046699112483433,12.868,3
"crc32, sha3-224, sha512","15 15 25 45",14865.503549576,0.042472867284502,13.177,3
"md4, md5, sha1","15 15 25 45",8907.9990386963,0.025451425824847,4.725,3
"md4, md5, sha256","15 15 25 45",12269.790887833,0.035056545393808,4.351,3
"md4, md5, sha3-224","15 15 25 45",10431.349039078,0.029803854397365,4.664,3
"md4, md5, sha512","15 15 25 45",13609.45224762,0.038884149278913,4.656,3
"md4, sha1, sha256","15 15 25 45",12189.204454422,0.034826298441206,4.236,3
"md4, sha1, sha3-224","15 15 25 45",10549.962997437,0.030142751421247,4.512,3
"md4, sha1, sha512","15 15 25 45",13615.582704544,0.038901664870126,4.38,3
"md4, sha256, sha3-224","15 15 25 45",13802.018165588,0.039434337615967,4.288,3
"md4, sha256, sha512","15 15 25 45",17135.64825058,0.048958995001657,4.42,3
"md4, sha3-224, sha512","15 15 25 45",15744.440793991,0.04498411655426,4.39,3
"md5, sha1, sha256","15 15 25 45",12564.896821976,0.035899705205645,4.223,3
"md5, sha1, sha3-224","15 15 25 45",10737.025737762,0.030677216393607,4.689,3
"md5, sha1, sha512","15 15 25 45",13898.794174194,0.039710840497698,4.388,3
"md5, sha256, sha3-224","15 15 25 45",14027.986764908,0.040079962185451,4.341,3
"md5, sha256, sha512","15 15 25 45",17564.105272293,0.050183157920837,4.193,3
"md5, sha3-224, sha512","15 15 25 45",15597.685337067,0.044564815248762,4.283,3
"sha1, sha256, sha3-224","15 15 25 45",14320.615291595,0.040916043690273,4.043,3
"sha1, sha256, sha512","15 15 25 45",17314.343452454,0.049469552721296,3.973,3
"sha1, sha3-224, sha512","15 15 25 45",15886.213779449,0.045389182226998,4.187,3
"sha256, sha3-224, sha512","15 15 25 45",18778.451919556,0.053652719770159,4.174,3
"crc32, md4, md5, sha1","15 15 25 45",10972.219228745,0.031349197796413,9.294,4
"crc32, md4, md5, sha256","15 15 25 45",14761.336565018,0.042175247328622,8.907,4
"crc32, md4, md5, sha3-224","15 15 25 45",12585.332155228,0.035958091872079,9.075,4
"crc32, md4, md5, sha512","15 15 25 45",15910.075426102,0.045457358360291,9.241,4
"crc32, md4, sha1, sha256","15 15 25 45",14380.525350571,0.041087215287345,8.841,4
"crc32, md4, sha1, sha3-224","15 15 25 45",12679.010152817,0.036225743293762,9.034,4
"crc32, md4, sha1, sha512","15 15 25 45",15616.055011749,0.044617300033569,9.114,4
"crc32, md4, sha256, sha3-224","15 15 25 45",15711.325645447,0.044889501844134,8.698,4
"crc32, md4, sha256, sha512","15 15 25 45",18986.790418625,0.054247972624643,8.738,4
"crc32, md4, sha3-224, sha512","15 15 25 45",17212.75305748,0.049179294449942,8.931,4
"crc32, md5, sha1, sha256","15 15 25 45",14598.63615036,0.041710389001029,9.279,4
"crc32, md5, sha1, sha3-224","15 15 25 45",13068.345785141,0.037338130814689,9.369,4
"crc32, md5, sha1, sha512","15 15 25 45",16213.672876358,0.046324779646737,9.387,4
"crc32, md5, sha256, sha3-224","15 15 25 45",16342.443466187,0.046692695617676,9.129,4
"crc32, md5, sha256, sha512","15 15 25 45",19464.465856552,0.055612759590149,9.1,4
"crc32, md5, sha3-224, sha512","15 15 25 45",17636.164903641,0.050389042581831,9.277,4
"crc32, sha1, sha256, sha3-224","15 15 25 45",16546.860218048,0.047276743480137,8.952,4
"crc32, sha1, sha256, sha512","15 15 25 45",19686.1140728,0.056246040207999,8.856,4
"crc32, sha1, sha3-224, sha512","15 15 25 45",17620.382547379,0.050343950135367,9.085,4
"crc32, sha256, sha3-224, sha512","15 15 25 45",20933.489561081,0.059809970174517,8.841,4
"md4, md5, sha1, sha256","15 15 25 45",15508.864879608,0.044311042513166,3.07,4
"md4, md5, sha1, sha3-224","15 15 25 45",13521.961688995,0.038634176254272,3.473,4
"md4, md5, sha1, sha512","15 15 25 45",16715.286254883,0.047757960728237,3.243,4
"md4, md5, sha256, sha3-224","15 15 25 45",16824.25737381,0.048069306782314,3.058,4
"md4, md5, sha256, sha512","15 15 25 45",20019.524097443,0.057198640278408,3.044,4
"md4, md5, sha3-224, sha512","15 15 25 45",18579.773426056,0.053085066931588,3.19,4
"md4, sha1, sha256, sha3-224","15 15 25 45",16679.622411728,0.047656064033508,2.764,4
"md4, sha1, sha256, sha512","15 15 25 45",19942.24524498,0.056977843557085,2.904,4
"md4, sha1, sha3-224, sha512","15 15 25 45",18088.406085968,0.051681160245623,2.93,4
"md4, sha256, sha3-224, sha512","15 15 25 45",21877.04706192,0.062505848748343,2.983,4
"md5, sha1, sha256, sha3-224","15 15 25 45",17287.304878235,0.0493922996521,3,4
"md5, sha1, sha256, sha512","15 15 25 45",20271.62694931,0.057918934140887,2.848,4
"md5, sha1, sha3-224, sha512","15 15 25 45",18292.083024979,0.052263094357082,3.041,4
"md5, sha256, sha3-224, sha512","15 15 25 45",21799.61681366,0.062284619467599,2.886,4
"sha1, sha256, sha3-224, sha512","15 15 25 45",21765.542268753,0.062187263625009,2.702,4
standard,"50 20 20 5 5",8294.3034172058,0.023698009763445,4.121,3
accurate,"50 20 20 5 5",19260.24889946,0.055029282569885,3.021,5
"crc32, md4","50 20 20 5 5",6365.7069206238,0.018187734058925,15.453,2
"crc32, md5","50 20 20 5 5",6725.9669303894,0.019217048372541,15.042,2
"crc32, sha1","50 20 20 5 5",6811.3853931427,0.019461101123265,15.103,2
"crc32, sha256","50 20 20 5 5",10975.117683411,0.031357479095459,15.204,2
"crc32, sha3-224","50 20 20 5 5",8639.564037323,0.024684468678066,15.19,2
"crc32, sha512","50 20 20 5 5",12688.153982162,0.036251868520464,15.378,2
"md4, md5","50 20 20 5 5",7605.1619052887,0.021729034015111,9.49,2
"md4, sha1","50 20 20 5 5",7487.6070022583,0.021393162863595,9.663,2
"md4, sha256","50 20 20 5 5",11943.574428558,0.03412449836731,9.619,2
"md4, sha3-224","50 20 20 5 5",9516.7269706726,0.027190648487636,9.789,2
"md4, sha512","50 20 20 5 5",14004.657506943,0.040013307162694,9.833,2
"md5, sha1","50 20 20 5 5",7852.7584075928,0.022436452593122,9.82,2
"md5, sha256","50 20 20 5 5",11980.393886566,0.03422969681876,9.635,2
"md5, sha3-224","50 20 20 5 5",9783.4577560425,0.027952736445836,9.635,2
"md5, sha512","50 20 20 5 5",13772.573947906,0.039350211279733,9.598,2
"sha1, sha256","50 20 20 5 5",12098.365783691,0.034566759381975,9.517,2
"sha1, sha3-224","50 20 20 5 5",9902.0953178406,0.028291700908116,9.517,2
"sha1, sha512","50 20 20 5 5",13706.321001053,0.039160917145865,9.46,2
"sha256, sha3-224","50 20 20 5 5",14395.219326019,0.041129198074341,9.453,2
"sha256, sha512","50 20 20 5 5",18315.580129623,0.052330228941781,9.494,2
"sha3-224, sha512","50 20 20 5 5",15840.780258179,0.045259372166225,9.707,2
"crc32, md4, md5","50 20 20 5 5",10037.827730179,0.028679507800511,8.937,3
"crc32, md4, sha1","50 20 20 5 5",10460.772037506,0.02988792010716,8.785,3
"crc32, md4, sha256","50 20 20 5 5",14444.724798203,0.041270642280579,9.031,3
"crc32, md4, sha3-224","50 20 20 5 5",12134.119033813,0.034668911525181,8.907,3
"crc32, md4, sha512","50 20 20 5 5",15833.039283752,0.045237255096436,9.089,3
"crc32, md5, sha1","50 20 20 5 5",10407.468318939,0.029735623768398,8.666,3
"crc32, md5, sha256","50 20 20 5 5",15318.689823151,0.043767685209002,8.931,3
"crc32, md5, sha3-224","50 20 20 5 5",12658.848047256,0.036168137277876,8.741,3
"crc32, md5, sha512","50 20 20 5 5",16515.784740448,0.04718795640128,8.92,3
"crc32, sha1, sha256","50 20 20 5 5",15012.791872025,0.042893691062927,8.667,3
"crc32, sha1, sha3-224","50 20 20 5 5",12486.255168915,0.035675014768328,8.729,3
"crc32, sha1, sha512","50 20 20 5 5",16318.513631821,0.046624324662345,8.856,3
"crc32, sha256, sha3-224","50 20 20 5 5",16835.763216019,0.048102180617196,8.925,3
"crc32, sha256, sha512","50 20 20 5 5",21262.501955032,0.060750005585807,8.979,3
"crc32, sha3-224, sha512","50 20 20 5 5",19452.722787857,0.055579207965306,9.016,3
"md4, md5, sha1","50 20 20 5 5",11423.388719559,0.032638253484453,6.072,3
"md4, md5, sha256","50 20 20 5 5",15479.536056519,0.044227245875767,6.186,3
"md4, md5, sha3-224","50 20 20 5 5",13140.260219574,0.037543600627354,6.385,3
"md4, md5, sha512","50 20 20 5 5",17100.281000137,0.048857945714678,6.277,3
"md4, sha1, sha256","50 20 20 5 5",15168.64991188,0.04333899974823,6.15,3
"md4, sha1, sha3-224","50 20 20 5 5",13405.53855896,0.038301538739886,6.073,3
"md4, sha1, sha512","50 20 20 5 5",17013.299703598,0.048609427724566,6.027,3
"md4, sha256, sha3-224","50 20 20 5 5",17169.224977493,0.049054928507124,6.184,3
"md4, sha256, sha512","50 20 20 5 5",21251.881361008,0.060719661031451,6.346,3
"md4, sha3-224, sha512","50 20 20 5 5",18881.234884262,0.053946385383606,6.332,3
"md5, sha1, sha256","50 20 20 5 5",15485.483646393,0.044244238989694,6.184,3
"md5, sha1, sha3-224","50 20 20 5 5",13310.566663742,0.038030190467834,6.127,3
"md5, sha1, sha512","50 20 20 5 5",17815.810203552,0.050902314867292,6.008,3
"md5, sha256, sha3-224","50 20 20 5 5",17458.431959152,0.049881234169006,6.226,3
"md5, sha256, sha512","50 20 20 5 5",21864.371299744,0.062469632284982,6.299,3
"md5, sha3-224, sha512","50 20 20 5 5",19487.232208252,0.055677806309291,6.117,3
"sha1, sha256, sha3-224","50 20 20 5 5",17502.312421799,0.050006606919425,5.936,3
"sha1, sha256, sha512","50 20 20 5 5",21434.951543808,0.061242718696594,5.958,3
"sha1, sha3-224, sha512","50 20 20 5 5",19223.904132843,0.054925440379551,5.898,3
"sha256, sha3-224, sha512","50 20 20 5 5",23486.660957336,0.06710474559239,6.168,3
"crc32, md4, md5, sha1","50 20 20 5 5",13686.49148941,0.039104261398315,6.12,4
"crc32, md4, md5, sha256","50 20 20 5 5",17889.379739761,0.051112513542175,6.325,4
"crc32, md4, md5, sha3-224","50 20 20 5 5",15396.495819092,0.043989988054548,6.172,4
"crc32, md4, md5, sha512","50 20 20 5 5",19458.786249161,0.055596532140459,6.229,4
"crc32, md4, sha1, sha256","50 20 20 5 5",17749.320030212,0.050712342943464,6.25,4
"crc32, md4, sha1, sha3-224","50 20 20 5 5",15490.40222168,0.044258292061942,6.125,4
"crc32, md4, sha1, sha512","50 20 20 5 5",19436.545372009,0.055532986777169,6.198,4
"crc32, md4, sha256, sha3-224","50 20 20 5 5",19963.466405869,0.057038475445339,6.212,4
"crc32, md4, sha256, sha512","50 20 20 5 5",23602.777481079,0.067436507088797,6.416,4
"crc32, md4, sha3-224, sha512","50 20 20 5 5",21227.803945541,0.060650868415833,6.214,4
"crc32, md5, sha1, sha256","50 20 20 5 5",18239.268302917,0.052112195151193,6.035,4
"crc32, md5, sha1, sha3-224","50 20 20 5 5",15874.705791473,0.045356302261353,5.946,4
"crc32, md5, sha1, sha512","50 20 20 5 5",19960.984230042,0.057031383514404,6.007,4
"crc32, md5, sha256, sha3-224","50 20 20 5 5",20359.078645706,0.058168796130589,6.231,4
"crc32, md5, sha256, sha512","50 20 20 5 5",23812.775373459,0.068036501067025,6.289,4
"crc32, md5, sha3-224, sha512","50 20 20 5 5",21788.367033005,0.062252477237156,6.109,4
"crc32, sha1, sha256, sha3-224","50 20 20 5 5",19945.683717728,0.056987667764936,5.986,4
"crc32, sha1, sha256, sha512","50 20 20 5 5",23855.123519897,0.068157495771136,6.024,4
"crc32, sha1, sha3-224, sha512","50 20 20 5 5",21586.935281754,0.061676957947867,6.049,4
"crc32, sha256, sha3-224, sha512","50 20 20 5 5",25755.66649437,0.073587618555341,6.218,4
"md4, md5, sha1, sha256","50 20 20 5 5",18782.812833786,0.053665179525103,4.438,4
"md4, md5, sha1, sha3-224","50 20 20 5 5",16747.717142105,0.047850620406015,4.501,4
"md4, md5, sha1, sha512","50 20 20 5 5",20853.740930557,0.059582116944449,4.265,4
"md4, md5, sha256, sha3-224","50 20 20 5 5",20893.197774887,0.059694850785392,4.686,4
"md4, md5, sha256, sha512","50 20 20 5 5",24864.874839783,0.071042499542236,4.693,4
"md4, md5, sha3-224, sha512","50 20 20 5 5",22489.046096802,0.064254417419434,4.633,4
"md4, sha1, sha256, sha3-224","50 20 20 5 5",20797.209024429,0.059420597212655,4.406,4
"md4, sha1, sha256, sha512","50 20 20 5 5",24700.795412064,0.070573701177325,4.486,4
"md4, sha1, sha3-224, sha512","50 20 20 5 5",22505.901813507,0.06430257661002,4.316,4
"md4, sha256, sha3-224, sha512","50 20 20 5 5",26608.932256699,0.076025520733425,4.656,4
"md5, sha1, sha256, sha3-224","50 20 20 5 5",20920.52936554,0.059772941044399,4.366,4
"md5, sha1, sha256, sha512","50 20 20 5 5",24984.06124115,0.071383032117571,4.39,4
"md5, sha1, sha3-224, sha512","50 20 20 5 5",22883.208274841,0.065380595070975,4.326,4
"md5, sha256, sha3-224, sha512","50 20 20 5 5",27389.837741852,0.078256679262434,4.657,4
"sha1, sha256, sha3-224, sha512","50 20 20 5 5",26897.616386414,0.07685033253261,4.257,4
standard,"20 20 20 20 20",8460.9909057617,0.024174259730748,9.294,3
accurate,"20 20 20 20 20",19824.191570282,0.056640547343663,4.59,5
"crc32, md4","20 20 20 20 20",6445.1525211334,0.018414721488953,9.329,2
"crc32, md5","20 20 20 20 20",7079.4458389282,0.020226988111223,9.317,2
"crc32, sha1","20 20 20 20 20",6884.7410678864,0.01967068876539,9.617,2
"crc32, sha256","20 20 20 20 20",10993.152141571,0.031409006118774,9.206,2
"crc32, sha3-224","20 20 20 20 20",8798.8858222961,0.025139673777989,9.294,2
"crc32, sha512","20 20 20 20 20",12709.996938705,0.03631427696773,9.475,2
"md4, md5","20 20 20 20 20",7502.2716522217,0.021435061863491,0.164,2
"md4, sha1","20 20 20 20 20",7587.2821807861,0.02167794908796,0.109,2
"md4, sha256","20 20 20 20 20",11690.675497055,0.033401929991586,0.551,2
"md4, sha3-224","20 20 20 20 20",9497.2560405731,0.02713501725878,0.116,2
"md4, sha512","20 20 20 20 20",13494.568586349,0.038555910246713,0.437,2
"md5, sha1","20 20 20 20 20",7902.9932022095,0.022579980577741,0.162,2
"md5, sha256","20 20 20 20 20",11976.802110672,0.03421943460192,0.538,2
"md5, sha3-224","20 20 20 20 20",9829.6148777008,0.028084613936288,0.412,2
"md5, sha512","20 20 20 20 20",13925.444841385,0.0397869852611,0.383,2
"sha1, sha256","20 20 20 20 20",12126.83057785,0.034648087365287,0.612,2
"sha1, sha3-224","20 20 20 20 20",9900.8052349091,0.028288014956883,0.378,2
"sha1, sha512","20 20 20 20 20",14266.346931458,0.040760991232736,0.349,2
"sha256, sha3-224","20 20 20 20 20",13997.383594513,0.039992524555751,0.624,2
"sha256, sha512","20 20 20 20 20",17940.673351288,0.051259066717965,0.723,2
"sha3-224, sha512","20 20 20 20 20",15646.852970123,0.044705294200352,0.517,2
"crc32, md4, md5","20 20 20 20 20",10086.012125015,0.028817177500044,6.175,3
"crc32, md4, sha1","20 20 20 20 20",9999.1776943207,0.028569079126631,6.353,3
"crc32, md4, sha256","20 20 20 20 20",14197.988271713,0.040565680776324,6.076,3
"crc32, md4, sha3-224","20 20 20 20 20",12308.372020721,0.035166777202061,6.195,3
"crc32, md4, sha512","20 20 20 20 20",15938.804388046,0.045539441108704,6.229,3
"crc32, md5, sha1","20 20 20 20 20",10407.755851746,0.029736445290702,6.341,3
"crc32, md5, sha256","20 20 20 20 20",14561.455726624,0.041604159218924,6.242,3
"crc32, md5, sha3-224","20 20 20 20 20",12296.634912491,0.035133242607117,6.257,3
"crc32, md5, sha512","20 20 20 20 20",16180.139303207,0.046228969437735,6.39,3
"crc32, sha1, sha256","20 20 20 20 20",14589.972734451,0.041685636384147,6.329,3
"crc32, sha1, sha3-224","20 20 20 20 20",12341.243267059,0.035260695048741,6.273,3
"crc32, sha1, sha512","20 20 20 20 20",16545.578241348,0.047273080689566,6.292,3
"crc32, sha256, sha3-224","20 20 20 20 20",16704.698562622,0.04772771017892,6.196,3
"crc32, sha256, sha512","20 20 20 20 20",20482.914447784,0.058522612707955,6.158,3
"crc32, sha3-224, sha512","20 20 20 20 20",18157.776594162,0.051879361697606,6.311,3
"md4, md5, sha1","20 20 20 20 20",11081.807136536,0.031662306104388,0.29800000000001,3
"md4, md5, sha256","20 20 20 20 20",15540.198087692,0.044400565964835,0.408,3
"md4, md5, sha3-224","20 20 20 20 20",13044.455051422,0.037269871575492,0.29,3
"md4, md5, sha512","20 20 20 20 20",16955.274105072,0.048443640300206,0.355,3
"md4, sha1, sha256","20 20 20 20 20",15481.766462326,0.044233618463789,0.546,3
"md4, sha1, sha3-224","20 20 20 20 20",13594.924211502,0.038842640604292,0.163,3
"md4, sha1, sha512","20 20 20 20 20",17095.365047455,0.048843900135585,0.246,3
"md4, sha256, sha3-224","20 20 20 20 20",17314.271688461,0.049469347681318,0.48,3
"md4, sha256, sha512","20 20 20 20 20",21291.215419769,0.060832044056484,0.664,3
"md4, sha3-224, sha512","20 20 20 20 20",18978.732347488,0.054224949564253,0.413,3
"md5, sha1, sha256","20 20 20 20 20",15614.736557007,0.04461353302002,0.46099999999999,3
"md5, sha1, sha3-224","20 20 20 20 20",13711.671590805,0.039176204545157,0.404,3
"md5, sha1, sha512","20 20 20 20 20",17665.69685936,0.050473419598171,0.367,3
"md5, sha256, sha3-224","20 20 20 20 20",18024.211883545,0.0514977482387,0.807,3
"md5, sha256, sha512","20 20 20 20 20",21680.188179016,0.061943394797189,0.58,3
"md5, sha3-224, sha512","20 20 20 20 20",19643.081188202,0.056123089109148,0.616,3
"sha1, sha256, sha3-224","20 20 20 20 20",17913.660049438,0.051181885855539,0.616,3
"sha1, sha256, sha512","20 20 20 20 20",21532.967090607,0.061522763116019,0.548,3
"sha1, sha3-224, sha512","20 20 20 20 20",19452.563285828,0.055578752245222,0.326,3
"sha256, sha3-224, sha512","20 20 20 20 20",23592.190504074,0.067406258583069,0.606,3
"crc32, md4, md5, sha1","20 20 20 20 20",14148.56672287,0.040424476351057,4.466,4
"crc32, md4, md5, sha256","20 20 20 20 20",18387.602567673,0.052536007336208,4.29,4
"crc32, md4, md5, sha3-224","20 20 20 20 20",15736.194610596,0.044960556030273,4.339,4
"crc32, md4, md5, sha512","20 20 20 20 20",19795.506715775,0.056558590616499,4.5,4
"crc32, md4, sha1, sha256","20 20 20 20 20",17944.547891617,0.051270136833191,4.325,4
"crc32, md4, sha1, sha3-224","20 20 20 20 20",15573.164701462,0.044494756289891,4.277,4
"crc32, md4, sha1, sha512","20 20 20 20 20",19490.351438522,0.055686718395778,4.357,4
"crc32, md4, sha256, sha3-224","20 20 20 20 20",19835.105657578,0.056671730450221,4.318,4
"crc32, md4, sha256, sha512","20 20 20 20 20",23615.277051926,0.067472220148359,4.283,4
"crc32, md4, sha3-224, sha512","20 20 20 20 20",22063.448905945,0.063038425445557,4.421,4
"crc32, md5, sha1, sha256","20 20 20 20 20",18190.876960754,0.051973934173584,4.326,4
"crc32, md5, sha1, sha3-224","20 20 20 20 20",16045.71723938,0.045844906398228,4.421,4
"crc32, md5, sha1, sha512","20 20 20 20 20",19780.745983124,0.056516417094639,4.385,4
"crc32, md5, sha256, sha3-224","20 20 20 20 20",20281.945228577,0.05794841493879,4.539,4
"crc32, md5, sha256, sha512","20 20 20 20 20",23835.85524559,0.068102443558829,4.343,4
"crc32, md5, sha3-224, sha512","20 20 20 20 20",21969.727993011,0.062770651408604,4.575,4
"crc32, sha1, sha256, sha3-224","20 20 20 20 20",20169.370889664,0.057626773970468,4.263,4
"crc32, sha1, sha256, sha512","20 20 20 20 20",24204.445838928,0.069155559539795,4.251,4
"crc32, sha1, sha3-224, sha512","20 20 20 20 20",21889.725208282,0.062542072023664,4.342,4
"crc32, sha256, sha3-224, sha512","20 20 20 20 20",25878.499031067,0.073938568660191,4.361,4
"md4, md5, sha1, sha256","20 20 20 20 20",18731.549978256,0.053518714223589,0.332,4
"md4, md5, sha1, sha3-224","20 20 20 20 20",16498.524904251,0.047138642583575,0.378,4
"md4, md5, sha1, sha512","20 20 20 20 20",20449.683189392,0.058427666255406,0.306,4
"md4, md5, sha256, sha3-224","20 20 20 20 20",20768.157720566,0.059337593487331,0.431,4
"md4, md5, sha256, sha512","20 20 20 20 20",25237.126588821,0.072106075968061,0.521,4
"md4, md5, sha3-224, sha512","20 20 20 20 20",22529.420614243,0.06436977318355,0.466,4
"md4, sha1, sha256, sha3-224","20 20 20 20 20",20840.523719788,0.059544353485107,0.533,4
"md4, sha1, sha256, sha512","20 20 20 20 20",24465.316534042,0.069900904382978,0.516,4
"md4, sha1, sha3-224, sha512","20 20 20 20 20",22428.630828857,0.064081802368164,0.257,4
"md4, sha256, sha3-224, sha512","20 20 20 20 20",27012.130498886,0.077177515711103,0.64,4
"md5, sha1, sha256, sha3-224","20 20 20 20 20",20866.466283798,0.059618475096566,0.524,4
"md5, sha1, sha256, sha512","20 20 20 20 20",24955.167531967,0.071300478662763,0.49300000000001,4
"md5, sha1, sha3-224, sha512","20 20 20 20 20",22590.422868729,0.064544065339225,0.476,4
"md5, sha256, sha3-224, sha512","20 20 20 20 20",26780.70306778,0.07651629447937,0.65,4
"sha1, sha256, sha3-224, sha512","20 20 20 20 20",27326.195240021,0.078074843542916,0.603,4
standard,"1 1",3549.3321418762,0.010140948976789,98,3
accurate,"1 1",8097.4183082581,0.023135480880737,98,5
"crc32, md4","1 1",2792.3939228058,0.0079782683508737,98,2
"crc32, md5","1 1",2884.5195770264,0.0082414845057896,98,2
"crc32, sha1","1 1",2906.2104225159,0.0083034583500453,98,2
"crc32, sha256","1 1",4652.0719528198,0.013291634150914,98,2
"crc32, sha3-224","1 1",3757.4851512909,0.010735671860831,98,2
"crc32, sha512","1 1",5331.066608429,0.015231618881226,98,2
"md4, md5","1 1",3207.7307701111,0.0091649450574602,98,2
